ID,路径,大小,下载次数,重要度,引用地图1,引用地图2,引用地图3,引用地图4,引用地图5,引用地图6,引用地图7,引用地图8
int,string,int,int,int,int,int,int,int,int,int,int,int
17986,Scene\Maps\4505\18_22.jpg,804,0,0,0,0,0,0,0,0,0
158956,Scene\Maps\4503\15_5.jpg,1104,0,0,0,0,0,0,0,0,0
160475,UI\layout\GroupUI.layout,323,0,0,0,0,0,0,0,0,0
240743,Scene\Maps\104\2_5.jpg,416,0,0,0,0,0,0,0,0,0
272903,Scp\Wing.csv,2763,0,0,0,0,0,0,0,0,0
298157,Effect\WingEFFect\wing_keai\keai_01\chibang_01_guangyun.pts,431,0,0,0,0,0,0,0,0,0
315211,Scene\Maps\102\6_7.jpg,1387,0,0,0,0,0,0,0,0,0
352095,Scene\Maps\4561\14_9.jpg,1074,0,0,0,0,0,0,0,0,0
352445,Scene\Maps\101\8_8.jpg,1319,0,0,0,0,0,0,0,0,0
389715,Creature\Common\ActorSkillEffect\gs\gs\lg0123_huang.dds,4856,0,0,0,0,0,0,0,0,0
503869,UI\Script\CommonPlay\Flower.lua,7441,0,0,0,0,0,0,0,0,0
511649,Scene\Maps\104\13_12.jpg,1208,0,0,0,0,0,0,0,0,0
522118,Scene\Model\Building\104\104_new_06_9.dds,114565,1,0,104,0,0,0,0,0,0
606145,Models\Player_M_ds\RightWeapon\Weapon_ds_0008_ef_03.Mz,30786,0,0,0,0,0,0,0,0,0
622342,Creature\Common\ActorSkillEffect\lg0160.dds,3084,0,0,0,0,0,0,0,0,0
633609,Models\Player_M_zj\RightWeapon\lg0088_B.dds,5441,0,0,0,0,0,0,0,0,0
669330,Effect\MonsterEffect\ef_scene_guowangzhanfangyuta_01\player_guowangzhanfangyuta_fx_root_a_01.Mz,831,0,0,0,0,0,0,0,0,0
780413,Scene\Maps\4567\25_1.jpg,1138,0,0,0,0,0,0,0,0,0
786812,Scene\Model\Building\111\mz_111_wj_05_01_03.Mz,11224,0,0,0,0,0,0,0,0,0
817783,Models\Player_M_ck_gz\Body\Player_M_guozhan_g.dds,16513,0,0,0,0,0,0,0,0,0
859407,Shader\water\lake_a27.dds,50478,0,0,0,0,0,0,0,0,0
869337,Scene\Model\Building\4551_wj_jz\258ade60.dds,30907,0,0,0,0,0,0,0,0,0
885266,Scene\Model\Slider\mz_4202_wj_10_17\4202_wj_10_03.dds,29184,1,0,104,0,0,0,0,0,0
915579,UI\imageset_New\SuitEffect.imageset,625,0,0,0,0,0,0,0,0,0
926832,Scene\Model\Building\104\mz_104_new_04_09_01.mz,73992,0,0,0,0,0,0,0,0,0
954110,UI\Script\Ectype\StoneEctypePrize.lua,2813,0,0,0,0,0,0,0,0,0
1036685,Scene\Maps\110\19_22.jpg,807,0,0,0,0,0,0,0,0,0
1038294,Scene\Model\Building\112\mz_112_jz_05_04_23.Mz,82757,0,0,0,0,0,0,0,0,0
1075544,Scene\Maps\107\20_16.jpg,1145,0,0,0,0,0,0,0,0,0
1096243,Models\Monster_H_zhaoxiangzi\Monster_H_zhaoxiangzi_01.dds,66668,0,0,0,0,0,0,0,0,0
1123407,Scene\Maps\4454\14_4.jpg,1153,0,0,0,0,0,0,0,0,0
1132795,Scene\Maps\4505\17_11.jpg,571,0,0,0,0,0,0,0,0,0
1285568,UI\image_New\LoginAndCreate2.tga,75256,0,0,0,0,0,0,0,0,0
1300696,Scene\Maps\4403\11_0.jpg,1139,0,0,0,0,0,0,0,0,0
1320156,Models\Player_M_zj_gz02\Body\Player_M_guozhan_04_03.Mz,33961,0,0,0,0,0,0,0,0,0
1347120,Creature\Common\ActorSkillEffect\fs\ef_char_fs_huoxuanfen\ef_char_fs_huoxuanfen_sf_root_a_01.Mz,3125,0,0,0,0,0,0,0,0,0
1535135,Effect\WingEFFect\wing_keai\keai_07\chibang_07_yanwu.pts,548,0,0,0,0,0,0,0,0,0
1550869,Scene\Maps\4504\5_17.jpg,1093,0,0,0,0,0,0,0,0,0
1602276,Scene\Maps\5557\4_5.jpg,1289,0,0,0,0,0,0,0,0,0
1609207,Scene\Maps\4504\14_17.jpg,986,0,0,0,0,0,0,0,0,0
